time,closedPnL,leverage,size,Date,timestamp,value,classification
2025-01-03 15:05:00,0.0,69.8,16.54,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,3214.0,761.72,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,7232.3,1714.06,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,3598.2,852.77,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,12541.0,2972.22,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,3932.1,931.91,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,297.5,70.51,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,4219.4,1000.0,2025-01-03,1735882200,74,Greed
2025-01-03 15:05:00,0.0,1797.7,426.05,2025-01-03,1735882200,74,Greed
2025-02-03 19:40:00,5565.517755,942.27,17413.15,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,723.959705,122.57,2265.09,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,722.9556,122.4,2261.95,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,11.57674,1.96,36.22,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,186.350075,31.55,583.04,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,189.657715,32.11,593.39,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,7.146865,1.21,22.36,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,390.006195,66.03,1220.23,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,1228.552,208.0,3843.84,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,29.709695,5.03,92.95,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,7.56032,1.28,23.65,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,11.813,2.0,36.96,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,615.280105,104.17,1925.06,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,3.721095,0.63,11.64,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,283.512,48.0,887.04,2025-02-03,1738560600,44,Fear
2025-02-03 19:40:00,831.576135,140.79,2601.8,2025-02-03,1738560600,44,Fear
2025-03-03 00:04:00,0.0,383.0,307.66,2025-03-03,1740979800,33,Fear
2025-03-03 00:04:00,0.0,4170.0,3349.76,2025-03-03,1740979800,33,Fear
2025-03-03 00:04:00,0.0,1566.0,1257.97,2025-03-03,1740979800,33,Fear
2025-03-03 20:26:00,0.0,419.0,805.74,2025-03-03,1740979800,33,Fear
2025-03-03 20:26:00,0.0,1466.0,2819.12,2025-03-03,1740979800,33,Fear
2025-03-03 20:26:00,0.0,115.0,221.15,2025-03-03,1740979800,33,Fear
2025-03-03 23:43:00,2476.24,416.0,7668.54,2025-03-03,1740979800,33,Fear
2025-03-03 23:43:00,293.874925,49.37,910.09,2025-03-03,1740979800,33,Fear
